Nome,Vida,Atk,Def,SpA,SpD,Vel,Mag,Per,Ene,EnR,CrD,CrC,Sinergia,Habilidades,Equipaveis,Total,Poder R1,Poder R2,Poder R3,Tipo1,%1,Tipo2,%2,Tipo3,%3,Altura,Peso,Grupo,Raridade,Estagio,FF,Code,Linhagem
Chimchar,40,25,20,25,20,27,18,19,20,14,5,12,3,1,1,565,154,274,388,fogo,100,,,,,,,macaco,3,1,,547,204
Monferno,64,36,24,36,24,39,22,22,30,19,6,15,3,1,2,759,222,394,530,fogo,100,lutador,80,,,,,macaco,6,2,,548,204
Infernape,85,55,31,55,31,61,29,28,40,22,10,18,3,1,3,1027,342,569,745,fogo,100,lutador,100,,,,,macaco,9,3,,549,204
Piplup,42,20,21,23,22,18,19,24,20,12,10,15,3,1,1,569,138,262,376,agua,100,gelo,10,,,,,pinguim,3,1,,550,205
Prinplup,64,29,31,34,33,23,20,35,28,13,12,15,3,1,2,753,204,388,530,agua,100,gelo,50,,,,,pinguim,6,2,,551,205
Empoleon,87,44,45,51,50,27,21,53,34,17,22,15,3,1,3,1026,308,573,739,agua,100,metal,100,gelo,80,,,pinguim,9,3,,552,205
Starly,41,26,17,17,17,28,20,17,20,15,5,10,4,1,1,550,149,263,365,voador,100,,,,,,,pomba,2,1,,553,206
Staravia,56,37,23,21,21,39,22,20,29,16,5,14,4,1,1,681,210,356,480,voador,100,,,,,,,pomba,5,2,,554,206
Staraptor,93,48,31,26,28,46,24,24,37,18,10,19,4,1,2,880,281,473,621,voador,100,,,,,,,passaro,8,3,,555,206
Bidoof,59,27,24,21,24,19,20,26,25,14,11,27,1,1,1,651,167,317,447,normal,100,,,,,,,castor,1,1,,556,207
Bibarel,68,37,30,28,30,32,24,40,32,16,11,41,1,1,2,864,236,432,608,normal,100,agua,80,,,,,castor,5,2,,557,207
Kricketot,36,16,21,16,21,16,22,20,22,11,22,15,4,1,1,579,132,256,356,inseto,100,sonoro,100,,,,,insetoide,3,1,,558,208
Kricketune,71,38,26,28,26,30,25,36,29,12,52,15,2,1,2,876,252,441,601,inseto,100,sonoro,100,,,,,insetoide,7,2,,559,208
Shinx,42,26,18,20,18,21,20,20,22,16,16,12,3,1,1,590,138,260,372,eletrico,100,,,,,,,leão,3,1,,560,209
Luxio,68,36,25,32,25,32,26,24,29,18,26,18,3,1,1,800,204,378,530,eletrico,100,,,,,,,leão,6,2,,561,209
Luxray,93,55,34,41,34,33,33,30,38,23,36,24,3,1,2,1051,285,501,701,eletrico,100,,,,,,,leão,9,3,,562,209
Cranidos,46,40,19,16,16,22,17,14,25,13,10,15,2,1,1,571,176,292,386,pedra,100,,,,,,,dinossauro,4,1,,563,210
Rampardos,89,83,28,30,25,26,19,16,36,15,15,10,2,1,2,830,327,495,615,pedra,100,,,,,,,dinossauro,8,2,,564,210
Shieldon,37,21,40,21,32,18,15,15,20,9,6,12,3,1,1,561,186,305,401,metal,100,pedra,100,,,,,pré-histórico,4,1,,565,211
Bastiodon,64,28,81,26,62,18,19,20,34,12,6,12,3,1,2,832,354,526,640,metal,100,pedra,100,,,,,pré-histórico,8,2,,566,211
Burmy,32,14,20,14,20,19,27,15,22,13,5,15,4,1,1,526,138,248,336,inseto,100,,,,,,,arbusto,1,1,,567,212
WormadamPlant,62,23,35,33,45,19,35,19,30,15,5,15,4,1,2,760,230,418,540,inseto,100,planta,100,,,,,arbusto,5,2,,568,212
WormadamSandy,62,33,45,23,35,19,35,19,30,15,5,15,4,1,2,760,230,418,540,inseto,100,terrestre,100,,,,,arbusto,-,F,,569,212
WormadamTrash,62,28,40,28,40,19,35,19,30,15,5,15,4,1,2,760,230,408,540,inseto,100,metal,100,,,,,arbusto,-,F,,570,212
Mothim,65,42,27,42,27,32,35,20,30,15,5,15,4,1,2,795,238,427,575,inseto,100,voador,100,,,,,borboleta,-,F,,571,212
Combee,25,14,16,14,16,30,30,30,13,10,10,2,5,1,0,497,180,272,351,inseto,100,voador,100,,,,,abelha,1,1,,572,213
Vespiquen,71,39,46,39,46,20,20,40,32,14,27,9,4,1,2,899,264,491,649,inseto,100,voador,100,sombrio,10,,,abelha,7,2,,573,213
Pachirisu,33,24,28,26,41,45,52,25,25,25,25,10,2,1,1,830,276,434,584,eletrico,100,,,,,,,esquilo,4,1,,574,214
Buizel,44,25,19,24,16,29,25,19,24,12,5,10,2,1,1,559,158,298,406,agua,100,,,,,,,lontra,3,1,,575,215
Floatzel,77,41,25,34,24,42,35,22,32,14,5,10,2,1,2,768,243,445,587,agua,100,,,,,,,lontra,6,2,,576,215
Cherubi,40,15,21,26,23,15,28,14,26,10,4,8,3,1,1,522,160,288,376,planta,100,,,,,,,fruta,2,1,,577,216
Cherrim,65,25,50,30,50,25,25,18,35,12,5,10,3,1,1,744,270,445,581,planta,100,,,,,,,flor,7,2,,578,216
Cherrim Sunshine,65,35,30,45,30,35,45,19,35,18,6,12,3,1,2,829,250,455,613,planta,100,,,,,,,flor,-,F,,579,216
Shellos,60,21,21,24,26,16,30,15,20,12,5,5,3,1,1,554,172,304,406,agua,100,,,,,,,criatura,3,1,,580,217
Gastrodon,118,34,27,38,33,17,42,21,36,12,8,8,3,1,2,800,278,484,614,agua,100,terrestre,100,,,,,criatura,7,2,,581,217
Drifloon,72,23,18,26,21,30,29,12,18,12,5,5,4,1,1,584,190,330,426,fantasma,100,voador,100,,,,,bola,2,1,,582,218
Drifblim,136,33,21,40,24,33,44,15,40,12,5,10,4,1,2,829,304,516,636,fantasma,100,voador,100,,,,,bola,7,2,,583,218
Buneary,41,24,20,20,22,28,31,19,19,19,5,5,2,1,2,593,166,291,407,normal,100,,,,,,,coelho,2,1,,584,219
Lopunny,71,34,35,28,37,42,45,29,30,20,10,12,2,1,2,857,248,457,631,normal,100,,,,,,,coelho,7,2,,585,219
Mega Lopunny,71,61,35,28,37,61,66,29,30,20,10,15,2,1,2,1000,376,591,765,lutador,100,normal,100,,,,,coelho,-,FF,,586,219
Glameow,38,23,20,20,16,31,24,24,18,15,9,21,2,1,1,600,158,286,400,normal,100,,,,,,,gato,1,1,,587,220
Purugly,85,35,28,27,21,31,25,28,37,15,12,21,2,1,2,788,229,403,549,normal,100,,,,,,,gato,5,2,,588,220
Stunky,50,25,22,19,19,27,24,20,22,12,10,10,3,1,1,584,154,290,406,venenoso,100,sombrio,100,,,,,gambá,3,1,,589,221
Skuntank,100,43,29,36,28,32,30,29,32,14,12,10,3,1,2,830,258,446,618,venenoso,100,sombrio,100,,,,,gambá,7,2,,590,221
Bronzor,41,11,34,11,34,11,20,14,22,10,5,10,4,1,1,520,180,289,355,metal,100,psiquico,100,,,,,objeto,3,1,,591,222
Bronzong,80,32,57,29,57,12,28,21,35,11,5,13,4,1,2,820,308,500,624,metal,100,psiquico,100,,,,,objeto,8,2,,592,222
Chatot,39,20,19,27,19,30,78,23,26,16,8,12,5,1,2,757,270,408,523,sonoro,100,voador,100,,,,,passaro,4,1,,593,223
Spiritomb,40,42,46,42,46,18,48,25,38,10,5,15,3,1,2,840,280,524,650,fantasma,100,sombrio,80,,,,,espirito,5,1,,594,223
Gible,49,27,22,20,22,21,10,24,23,14,15,10,4,1,1,598,151,285,397,terrestre,100,dragao,100,,,,,tubarão,4,1,,595,224
Gabite,64,37,31,26,28,32,15,33,35,16,20,10,4,1,1,772,210,400,548,terrestre,100,dragao,100,,,,,tubarão,7,2,,596,224
Garchomp,100,67,44,36,39,45,20,48,43,18,35,15,4,1,2,1106,330,594,814,terrestre,100,dragao,100,,,,,tubarão,10,3,,597,224
Mega Garchomp,100,78,46,43,40,47,20,60,43,18,45,20,4,1,2,1221,376,652,904,terrestre,100,dragao,100,,,,,tubarão,-,FF,,598,224
Riolu,38,26,18,15,18,25,15,14,18,13,3,21,2,1,0,500,144,254,350,lutador,100,,,,,,,raposa,-,0,,599,225
Lucario,71,43,30,48,30,38,25,27,28,26,12,45,4,1,2,984,272,479,649,lutador,100,metal,80,,,,,raposa,7,1,,600,225
Mega Lucario,71,59,36,53,30,43,25,30,30,28,18,55,5,1,2,1124,334,563,743,lutador,100,metal,80,,,,,raposa,-,FF,,601,225
Hippopotas,61,28,30,20,21,17,16,15,30,15,10,10,4,1,1,615,181,319,415,terrestre,100,,,,,,,hipopotamo,4,1,,602,226
Hippowdon,110,57,60,34,35,21,18,22,52,20,10,16,4,1,2,966,344,586,712,terrestre,100,,,,,,,hipopotamo,9,2,,603,226
Skorupi,42,23,27,16,23,24,17,31,24,14,15,10,3,1,1,613,164,304,412,venenoso,100,inseto,100,,,,,escorpião,3,1,,604,227
Drapion,77,33,42,22,34,35,22,50,38,15,21,12,3,1,2,878,261,475,629,venenoso,100,sombrio,100,inseto,50,,,escorpião,8,2,,605,227
Croagunk,38,24,18,24,18,20,21,19,18,18,13,13,2,1,1,572,138,254,362,venenoso,100,lutador,50,,,,,sapo,3,1,,606,228
Toxicroak,80,48,25,43,25,41,27,23,30,20,19,19,2,1,2,878,264,458,604,venenoso,100,lutador,100,,,,,sapo,7,2,,607,228
Carnivine,70,39,27,36,27,25,29,26,28,13,35,15,3,1,2,836,220,404,564,planta,100,,,,,,,planta,5,1,,608,229
Finneon,41,22,25,22,26,26,27,19,20,15,5,10,4,1,1,600,158,296,415,agua,100,,,,,,,peixe,4,1,,609,230
Lumineon,67,33,37,34,41,42,43,24,36,19,5,10,4,1,2,868,252,466,647,agua,100,,,,,,,peixe,7,2,,610,230
Snover,53,27,22,27,26,20,20,16,23,10,5,10,4,1,1,580,161,303,415,planta,100,gelo,100,,,,,arvore,4,1,,611,231
Abomasnow,99,48,37,48,44,29,27,20,45,10,10,15,4,1,2,910,291,543,695,gelo,100,planta,100,,,,,arvore,9,2,,612,231
Mega Abomasnow,99,63,55,63,55,19,28,21,64,10,10,15,4,1,2,1050,380,699,835,gelo,100,planta,100,,,,,arvore,-,FF,,613,231
Rotom,45,21,28,34,28,33,34,24,23,20,10,10,5,1,1,725,202,362,495,eletrico,100,fantasma,100,,,,,bateria,5,1,,614,232
RotomHeat,54,26,36,35,36,33,38,28,26,20,10,10,5,1,2,820,220,412,570,eletrico,100,fantasma,100,fogo,100,,,objeto,-,F,,615,232
RotomWash,54,26,36,35,36,33,38,28,26,20,10,10,5,1,2,820,220,412,570,eletrico,100,fantasma,100,agua,100,,,objeto,-,F,,616,232
RotomFrost,54,26,36,35,36,33,38,28,26,20,10,10,5,1,2,820,220,412,570,eletrico,100,fantasma,100,gelo,100,,,objeto,-,F,,617,232
RotomFan,54,26,36,35,36,33,38,28,26,20,10,10,5,1,2,820,220,412,570,eletrico,100,fantasma,100,voador,100,,,objeto,-,F,,618,232
RotomMow,54,26,36,35,36,33,38,28,26,20,10,10,5,1,2,820,220,412,570,eletrico,100,fantasma,100,planta,100,,,objeto,-,F,,619,232
Uxie,58,35,65,35,65,42,65,25,30,24,5,15,3,1,2,1028,390,614,782,psiquico,100,agua,10,,,,,espirito,-,1,,620,233
Mesprit,62,49,49,49,49,34,65,35,30,24,5,15,3,1,2,1028,326,592,782,psiquico,100,agua,10,,,,,espirito,-,1,,621,234
Azelf,58,61,30,61,30,50,65,35,30,24,5,15,3,1,2,1028,374,604,782,psiquico,100,agua,10,,,,,espirito,-,1,,622,235
Dialga,110,59,59,72,52,42,46,35,50,17,12,16,2,1,2,1172,380,694,940,metal,100,dragao,100,cosmico,50,,,deus,-,1,,623,236
Dialga Radiante,110,63,63,76,56,46,50,39,54,19,15,19,3,1,2,1272,404,734,1004,metal,100,dragao,100,cosmico,50,,,deus,-,FF,,624,236
Palkia,106,58,52,70,58,45,42,44,44,18,15,16,2,1,2,1177,372,672,932,agua,100,dragao,100,cosmico,100,,,deus,-,1,,625,237
Palkia Radiante,106,62,56,74,62,49,46,48,48,20,18,19,3,1,2,1277,396,712,996,agua,100,dragao,100,cosmico,100,,,deus,-,FF,,626,237
Giratina,150,49,59,49,59,40,50,38,50,18,12,16,2,1,2,1174,386,684,938,fantasma,100,dragao,100,cosmico,50,,,deus,-,1,,627,238
Giratina Radiante,150,53,63,53,63,44,54,42,54,20,15,19,3,1,2,1274,402,724,1002,fantasma,100,dragao,100,cosmico,50,,,deus,-,FF,,628,238
Regigigas,130,80,59,40,59,40,38,30,55,16,12,16,2,1,2,1160,408,716,932,normal,100,,,,,,,golem,-,1,,629,239
Regigigas Radiante,130,84,63,44,63,44,42,34,59,18,15,19,3,1,2,1260,424,756,996,normal,100,,,,,,,golem,-,FF,,630,239
Heatran,101,48,57,64,57,31,35,34,60,16,5,20,3,1,2,1102,362,673,873,fogo,100,metal,100,,,,,tartaruga,-,1,,631,240
Cresselia,100,30,42,35,48,36,90,20,36,18,5,30,3,1,2,1041,376,604,794,psiquico,100,,,,,,,anjo,-,1,,632,241
Phione,70,35,35,35,35,35,35,35,35,18,26,26,4,1,1,938,210,420,630,agua,100,,,,,,,anjo,-,1,,633,242
Manaphy,80,40,40,40,40,40,40,40,40,20,30,30,5,2,2,1110,240,480,720,agua,100,,,,,,,anjo,-,1,,634,243
Darkrai,72,37,37,60,37,45,75,40,38,20,15,10,5,1,2,1075,360,590,810,sombrio,100,,,,,,,anjo,-,1,,635,244
Shaymin,75,30,40,30,40,30,60,30,35,15,20,20,5,1,2,955,280,485,665,planta,100,,,,,,,porco,-,1,,636,245
ShayminSky,75,40,30,40,30,40,30,40,30,20,25,25,5,1,2,975,240,455,635,planta,100,voador,100,,,,,cabra,-,F,,637,245
Arceus,110,55,55,55,55,55,55,55,55,20,30,30,6,1,1,1350,330,660,990,normal,100,,,,,,,deus,-,1,,638,246
Arceus Radiante,110,59,59,59,59,59,59,59,59,22,33,33,8,1,1,1460,354,708,1054,normal,100,,,,,,,deus,-,FF,,639,246
Victini,80,40,40,40,40,40,40,40,40,20,30,30,5,2,2,1110,240,480,720,fogo,100,psiquico,100,,,,,anjo,-,1,,639,247
Snivy,40,20,25,20,25,28,26,24,20,12,5,10,2,1,1,569,158,296,416,planta,100,,,,,,,cobra,3,1,,640,248
Servine,55,28,35,28,35,38,36,32,28,15,5,10,2,1,1,740,218,408,575,planta,100,,,,,,,cobra,6,2,,641,248
Serperior,70,35,50,35,50,58,52,42,35,18,10,10,2,1,2,996,320,574,784,planta,100,,,,,,,cobra,9,3,,642,248
Tepig,56,27,21,21,21,21,20,20,26,15,5,10,2,1,1,575,162,288,410,fogo,100,,,,,,,porco,3,1,,643,249
Pignite,75,41,25,33,25,25,24,23,40,19,10,15,2,1,1,758,237,403,547,fogo,100,lutador,80,,,,,porco,6,2,,644,249
Emboar,114,65,30,48,30,30,34,28,60,23,10,15,2,1,2,1011,364,588,764,fogo,100,lutador,100,,,,,porco,9,3,,645,249
Oshawott,48,24,21,26,21,21,22,22,23,14,7,10,2,1,1,575,148,282,408,agua,100,,,,,,,pinguim,3,1,,646,250
Dewott,67,34,26,37,26,27,29,29,34,18,12,12,2,1,1,755,210,393,551,agua,100,,,,,,,pinguim,6,2,,647,250
Samurott,107,48,35,54,32,29,32,58,44,18,12,12,2,1,2,995,331,585,771,agua,100,,,,,,,foca,9,3,,648,250
Ultra Samurott,107,58,36,54,33,29,32,65,46,20,18,18,2,1,2,1081,354,625,813,agua,100,,,,,,,foca,-,FF,,649,250
Patrat,45,24,20,19,20,21,18,23,24,13,6,22,3,1,1,589,142,273,391,normal,100,,,,,,,castor,2,1,,650,251
Watchog,65,35,29,28,29,31,24,30,32,16,12,44,3,1,2,863,223,409,581,normal,100,,,,,,,castor,6,2,,651,251
Lillipup,40,25,20,15,20,22,19,18,24,12,5,10,4,1,1,539,142,262,366,normal,100,,,,,,,cachorro,2,1,,652,252
Herdier,69,39,33,19,33,29,26,23,36,15,5,10,4,1,1,730,219,409,545,normal,100,,,,,,,cachorro,5,2,,653,252
Stoutland,101,57,39,24,39,30,34,26,82,16,5,10,4,1,2,972,379,603,763,normal,100,,,,,,,cachorro,8,3,,654,252
Purrloin,37,26,19,26,19,30,19,23,18,14,15,10,2,1,1,588,164,286,397,sombrio,100,,,,,,,gato,2,1,,655,253
Liepard,62,41,25,41,25,48,24,30,25,15,20,15,2,1,2,825,260,432,580,sombrio,100,,,,,,,gato,7,2,,656,253
Pansage,38,21,18,21,18,23,24,19,22,15,10,15,3,1,1,575,138,260,370,planta,100,,,,,,,macaco,3,1,,657,254
Simisage,69,39,27,39,27,42,43,24,32,15,10,15,3,1,2,840,248,459,615,planta,100,,,,,,,macaco,7,2,,658,254
Pansear,38,21,18,21,18,23,24,19,22,15,10,15,3,1,1,575,138,260,370,fogo,100,,,,,,,macaco,3,1,,659,255
Simisear,69,39,27,39,27,42,43,24,32,15,10,15,3,1,2,840,248,459,615,fogo,100,,,,,,,macaco,7,2,,660,255
Panpour,38,21,18,21,18,23,24,19,22,15,10,15,3,1,1,575,138,260,370,agua,100,,,,,,,macaco,3,1,,661,256
Simipour,69,39,27,39,27,42,43,24,32,15,10,15,3,1,2,840,248,459,615,agua,100,,,,,,,macaco,7,2,,662,256
Munna,74,13,19,25,22,12,27,14,25,10,5,16,4,1,1,571,178,310,396,cosmico,100,psiquico,100,,,,,anjo,4,1,,663,257
Musharna,126,20,29,43,33,14,49,18,35,12,8,16,4,1,2,828,310,504,612,cosmico,100,psiquico,100,,,,,anjo,7,2,,664,257
Pidove,39,22,20,16,14,21,19,21,20,16,10,14,5,1,1,571,128,247,349,voador,100,normal,100,,,,,pomba,1,1,,665,258
Tranquill,58,31,27,20,19,29,24,28,33,16,10,24,5,1,1,736,186,354,490,voador,100,normal,100,,,,,pomba,5,2,,666,258
Unfezant,87,47,39,33,27,33,38,30,37,16,10,34,5,1,2,961,259,477,669,voador,100,normal,100,,,,,pomba,7,3,,667,258
Blitzle,44,28,18,25,18,31,17,17,22,17,10,15,4,1,1,619,168,292,396,eletrico,100,,,,,,,zebra,4,1,,668,259
Zebstrika,75,51,28,40,28,54,22,24,32,18,12,16,4,1,2,889,290,485,633,eletrico,100,,,,,,,zebra,8,2,,669,259
Roggenrola,46,29,32,16,16,8,9,16,20,11,10,15,4,1,2,557,168,272,356,pedra,100,,,,,,,mineral,3,1,,670,260
Boldore,73,45,45,25,22,10,12,30,32,12,12,16,4,1,2,747,253,427,527,pedra,100,,,,,,,mineral,6,2,,671,260
Gigalith,95,73,71,27,33,14,16,53,40,13,12,18,4,1,2,991,394,635,757,pedra,100,,,,,,,mineral,9,3,,672,260
Gigalith Radiante,95,77,75,31,37,18,20,57,44,15,15,21,5,1,2,1091,418,675,819,pedra,100,,,,,,,mineral,-,FF,,673,260
Woobat,57,22,21,27,21,31,27,17,20,12,13,13,2,1,1,615,173,313,429,psiquico,100,voador,,,,,,morcego,4,1,,674,261
Swoobat,61,28,27,36,27,42,35,21,30,14,21,21,2,1,2,815,226,403,553,psiquico,100,voador,,,,,,morcego,7,2,,675,261
Drilbur,57,27,21,17,22,24,18,33,20,12,10,5,3,1,1,584,177,311,421,terrestre,100,,,,,,,topeira,3,1,,676,262
Excadrill,101,52,30,25,32,35,22,90,32,14,10,5,3,1,2,928,385,583,737,terrestre,100,metal,100,,,,,topeira,8,2,,677,262
Audino,96,29,40,29,40,22,76,22,35,12,5,12,2,1,2,861,328,536,682,normal,100,,,,,,,coelho,5,1,,678,263
Mega Audino,96,29,52,38,52,22,93,22,35,12,5,12,2,1,2,961,394,636,782,normal,100,fada,80,,,,,coelho,-,FF,,679,263
Timburr,50,28,24,15,18,18,14,14,28,13,6,12,2,1,2,554,162,282,368,lutador,100,,,,,,,humanoide,3,1,,680,264
Gurdurr,80,46,40,20,25,20,18,18,42,14,10,12,2,1,2,740,256,426,538,lutador,100,,,,,,,humanoide,6,2,,681,264
Conkeldurr,111,72,49,27,34,24,22,20,64,15,10,15,2,1,3,970,383,603,735,lutador,100,,,,,,,humanoide,9,3,,682,264
Tympole,38,20,18,20,18,23,19,17,18,14,10,12,3,1,1,536,126,238,344,agua,100,,,,,,,sapo,2,1,,683,265
Palpitoad,63,35,29,35,29,28,24,25,28,16,12,15,3,1,1,744,203,375,529,agua,100,terrestre,100,,,,,sapo,6,2,,684,265
Seismitoad,102,46,40,44,40,36,35,38,39,19,14,18,3,1,2,1000,282,520,738,agua,100,terrestre,100,,,,,sapo,9,3,,685,265
Throh,128,50,41,18,41,27,20,24,45,10,10,20,4,1,2,890,318,536,664,lutador,100,,,,,,,humanoide,6,1,,686,266
Sawk,78,61,35,18,35,40,23,27,35,20,10,27,4,1,2,917,280,490,644,lutador,100,,,,,,,humanoide,6,1,,687,267
Sewaddle,37,23,27,20,25,21,24,16,20,8,5,10,5,1,1,556,152,280,389,planta,100,inseto,100,,,,,minhoca,2,1,,688,268
Swadloon,48,27,36,25,34,22,31,19,32,10,10,15,5,1,2,725,204,370,500,planta,100,inseto,100,,,,,casulo,5,2,,689,268
Leavanny,70,43,37,33,35,38,44,26,39,12,12,16,5,1,2,902,252,472,660,planta,100,inseto,100,,,,,insetoide,7,3,,690,268
Venipede,33,24,29,18,21,28,20,23,18,12,12,16,2,1,1,587,162,290,395,inseto,100,venenoso,100,,,,,insetoide,2,1,,691,269
Whirlipede,43,26,40,20,32,28,23,34,26,14,15,18,2,1,1,716,212,372,501,inseto,100,venenoso,100,,,,,insetoide,5,2,,692,269
Scolipede,65,44,41,27,36,45,26,39,41,15,16,20,2,1,2,911,260,492,663,inseto,100,venenoso,100,,,,,minhoca,8,3,,693,269
Cottonee,35,14,30,18,28,31,29,11,24,10,5,15,3,1,1,575,180,320,413,planta,100,fada,100,,,,,casulo,3,1,,694,270
Whimsicott,61,28,38,33,33,46,46,14,36,12,5,16,3,1,2,810,260,464,613,planta,100,fada,100,,,,,esquilo,6,2,,695,270
Petilil,39,17,23,30,23,16,29,16,21,11,10,12,3,1,1,569,164,291,389,planta,100,,,,,,,planta,4,1,,696,271
Lilligant,73,25,33,48,33,35,48,18,36,13,12,15,3,1,2,848,265,473,625,planta,100,,,,,,,flor,7,2,,697,271
Ultra Lilligant,73,48,33,30,33,48,30,48,36,15,13,22,3,1,2,940,288,499,685,planta,100,lutador,100,,,,,flor,-,FF,,697,271
Basculin,68,38,28,35,26,39,22,29,22,20,15,12,3,1,2,797,224,406,546,agua,100,,,,,,,peixe,4,1,,698,272
Basculegion,122,50,30,36,32,35,32,31,43,20,16,14,3,1,2,960,308,514,700,agua,100,fantasma,100,,,,,peixe,9,2,,699,272
Sandile,44,26,18,18,18,23,16,23,22,13,16,10,4,1,1,582,144,268,372,terrestre,100,sombrio,100,,,,,jacare,3,1,,700,273
Krokorok,58,38,22,22,22,29,18,26,29,14,19,12,4,1,2,719,192,346,472,terrestre,100,sombrio,100,,,,,jacare,6,2,,701,273
Krookodile,100,56,36,27,30,37,20,36,42,15,26,15,4,1,2,951,296,514,680,terrestre,100,sombrio,100,,,,,jacare,9,3,,702,273
Darumaka,51,33,20,8,20,23,23,18,18,14,10,15,2,1,1,568,163,289,391,fogo,100,,,,,,,macaco,3,1,,703,274
Ultra Darumaka,51,35,21,8,21,23,29,18,18,14,10,15,2,1,1,588,179,309,411,gelo,100,,,,,,,macaco,-,FF,,703,274
Darmanitan,99,72,26,15,26,41,32,22,45,16,12,16,2,1,2,885,333,531,659,fogo,100,,,,,,,macaco,8,2,,704,274
Ultra Darmanitan,99,74,28,16,28,42,39,22,45,16,12,16,2,1,2,915,337,555,687,gelo,100,,,,,,,macaco,-,FF,,705,274
Darmanitan Zen,99,17,49,62,49,20,35,22,45,16,12,16,2,1,2,925,321,579,697,fogo,100,psiquico,100,,,,,macaco,-,F,,705,274
Ultra Darmanitan Zen,99,89,28,16,28,57,39,22,45,16,12,16,2,1,2,975,391,615,747,gelo,100,fogo,100,psiquico,100,,,macaco,-,F,,705,274
Maractus,69,35,27,40,27,26,52,37,31,14,12,17,3,1,2,852,258,459,619,planta,100,sonoro,100,,,,,cacto,5,1,,706,278
Dwebble,39,24,34,17,17,22,21,26,21,10,16,10,3,1,1,591,168,296,403,pedra,100,inseto,100,,,,,caranguejo,2,1,,707,279
Crustle,74,39,81,22,26,20,22,41,46,13,18,10,4,1,2,904,336,540,668,pedra,100,inseto,100,,,,,caranguejo,8,2,,708,279
Scraggy,40,29,26,16,26,19,21,20,22,16,15,10,1,1,1,587,162,288,398,sombrio,100,lutador,80,,,,,lontra,2,1,,709,280
Scrafty,63,36,44,18,44,23,25,24,32,20,22,13,1,1,2,810,248,425,563,sombrio,100,lutador,100,,,,,lontra,6,2,,710,280
Sigilyph,65,21,35,38,47,40,60,26,30,25,14,14,2,1,2,923,294,505,667,psiquico,100,voador,100,,,,,desconhecido,7,1,,711,281
Yamask,37,17,29,26,27,18,25,17,18,12,10,15,3,1,1,584,164,287,391,fantasma,100,,,,,,,espirito,2,1,,712,282
Ultra Yamask,37,26,29,22,28,18,28,18,18,12,10,15,3,1,1,604,170,303,411,fantasma,100,terrestre,100,,,,,espirito,-,FF,,712,282
Cofagrigus,60,25,74,52,59,19,36,20,38,16,10,16,3,1,2,938,370,578,706,fantasma,100,,,,,,,espirito,9,2,,713,282
Ultra Cofagrigos,60,52,76,35,69,19,44,30,38,16,10,16,3,1,2,1018,394,628,786,fantasma,100,terrestre,100,pedra,50,,,espirito,-,FF,,713,282
Tirtouga,48,27,37,24,22,17,22,19,23,10,5,10,4,1,1,595,176,314,430,agua,100,pedra,100,,,,,tartaruga,4,1,,714,283
Carracosta,72,38,60,34,31,20,28,22,37,11,6,12,4,1,2,810,270,472,612,agua,100,pedra,100,,,,,tartaruga,7,2,,715,283
Archen,42,30,19,25,19,25,18,19,20,14,10,15,3,1,1,593,160,280,392,voador,100,pedra,100,,,,,pré-histórico,4,1,,716,284
Archeops,70,71,28,46,28,45,26,27,38,18,12,16,3,1,2,934,324,526,688,voador,100,pedra,100,,,,,pré-histórico,7,2,,717,284
Trubbish,40,21,25,18,25,26,22,21,23,12,5,12,2,1,1,561,152,284,402,venenoso,100,metal,10,pedra,10,,,objeto,2,1,,718,285
Garbodor,81,43,39,26,39,30,29,28,54,14,10,15,2,1,3,888,275,491,657,venenoso,100,metal,10,pedra,10,,,objeto,7,2,,719,285
Gigantamax Garbodor,280,49,43,26,40,16,29,28,64,15,10,15,2,1,3,1105,506,730,870,venenoso,100,metal,10,pedra,10,,,objeto,-,FF,,720,285
Zorua,40,25,19,29,19,25,18,22,18,14,16,10,4,1,1,604,158,280,390,sombrio,100,,,,,,,raposa,4,1,,721,286
Ultra Zorua,38,26,19,31,19,26,25,22,18,14,16,10,4,1,1,624,166,298,410,normal,100,fada,100,sombrio,10,,,raposa,-,FF,,721,286
Zoroark,72,40,24,48,24,40,24,30,32,18,32,12,4,1,2,900,256,456,612,sombrio,100,,,,,,,raposa,8,2,,722,286
Ultra Zoroark,70,43,24,52,24,43,45,30,32,18,32,12,4,1,2,960,280,500,672,normal,100,fada,100,sombrio,10,,,raposa,-,FF,,723,286
Minccino,37,21,18,18,18,27,38,15,18,16,5,15,2,1,1,567,172,281,385,normal,100,,,,,,,rato,2,1,,724,287
Cinccino,65,35,24,27,24,42,62,17,25,20,6,18,2,1,2,809,278,447,583,normal,100,,,,,,,rato,6,2,,725,287
Gothita,41,16,22,24,27,20,31,19,20,13,5,10,3,1,1,566,164,289,399,psiquico,100,cosmico,80,,,,,humanoide,3,1,,726,288
Gothorita,60,20,30,33,38,23,42,21,35,15,6,12,3,1,1,728,230,416,544,psiquico,100,cosmico,80,,,,,humanoide,6,2,,727,288
Gothitelle,78,23,41,42,58,28,68,25,40,16,10,15,3,1,2,957,336,576,728,psiquico,100,cosmico,80,,,,,humanoide,9,3,,728,288
Solosis,42,15,18,39,22,14,22,19,22,13,5,10,3,1,1,551,166,290,384,psiquico,100,,,,,,,desconhecido,3,1,,729,289
